0,1,2,3,4,5,6,7,8,9,10,11
369.99999987621834,590.000022945587,320.0000012995125,310.00001136145914,260.00000056314366,189.99999766711164,150.00000125006898,129.99999998614518,289.9999948205232,490.0000013489561,839.9999913858967,699.9999855938327
590.000022945587,320.0000012995125,310.00001136145914,260.00000056314366,189.99999766711164,150.00000125006898,129.99999998614518,289.9999948205232,490.0000013489561,839.9999913858967,699.9999855938327,429.99998839097753
320.0000012995125,310.00001136145914,260.00000056314366,189.99999766711164,150.00000125006898,129.99999998614518,289.9999948205232,490.0000013489561,839.9999913858967,699.9999855938327,429.99998839097753,299.9999969801863
310.00001136145914,260.00000056314366,189.99999766711164,150.00000125006898,129.99999998614518,289.9999948205232,490.0000013489561,839.9999913858967,699.9999855938327,429.99998839097753,299.9999969801863,310.00001136145914
260.00000056314366,189.99999766711164,150.00000125006898,129.99999998614518,289.9999948205232,490.0000013489561,839.9999913858967,699.9999855938327,429.99998839097753,299.9999969801863,310.00001136145914,289.9999948205232
189.99999766711164,150.00000125006898,129.99999998614518,289.9999948205232,490.0000013489561,839.9999913858967,699.9999855938327,429.99998839097753,299.9999969801863,310.00001136145914,289.9999948205232,299.9999969801863
150.00000125006898,129.99999998614518,289.9999948205232,490.0000013489561,839.9999913858967,699.9999855938327,429.99998839097753,299.9999969801863,310.00001136145914,289.9999948205232,299.9999969801863,239.99999624381744
129.99999998614518,289.9999948205232,490.0000013489561,839.9999913858967,699.9999855938327,429.99998839097753,299.9999969801863,310.00001136145914,289.9999948205232,299.9999969801863,239.99999624381744,159.9999972989272
289.9999948205232,490.0000013489561,839.9999913858967,699.9999855938327,429.99998839097753,299.9999969801863,310.00001136145914,289.9999948205232,299.9999969801863,239.99999624381744,159.9999972989272,89.99999974984947
490.0000013489561,839.9999913858967,699.9999855938327,429.99998839097753,299.9999969801863,310.00001136145914,289.9999948205232,299.9999969801863,239.99999624381744,159.9999972989272,89.99999974984947,69.9999992497763
839.9999913858967,699.9999855938327,429.99998839097753,299.9999969801863,310.00001136145914,289.9999948205232,299.9999969801863,239.99999624381744,159.9999972989272,89.99999974984947,69.9999992497763,79.99999988173819
699.9999855938327,429.99998839097753,299.9999969801863,310.00001136145914,289.9999948205232,299.9999969801863,239.99999624381744,159.9999972989272,89.99999974984947,69.9999992497763,79.99999988173819,79.99999988173819
429.99998839097753,299.9999969801863,310.00001136145914,289.9999948205232,299.9999969801863,239.99999624381744,159.9999972989272,89.99999974984947,69.9999992497763,79.99999988173819,79.99999988173819,79.99999988173819
299.9999969801863,310.00001136145914,289.9999948205232,299.9999969801863,239.99999624381744,159.9999972989272,89.99999974984947,69.9999992497763,79.99999988173819,79.99999988173819,79.99999988173819,569.9999941830415
310.00001136145914,289.9999948205232,299.9999969801863,239.99999624381744,159.9999972989272,89.99999974984947,69.9999992497763,79.99999988173819,79.99999988173819,79.99999988173819,569.9999941830415,610.0000028216939
289.9999948205232,299.9999969801863,239.99999624381744,159.9999972989272,89.99999974984947,69.9999992497763,79.99999988173819,79.99999988173819,79.99999988173819,569.9999941830415,610.0000028216939,329.99999123756595
299.9999969801863,239.99999624381744,159.9999972989272,89.99999974984947,69.9999992497763,79.99999988173819,79.99999988173819,79.99999988173819,569.9999941830415,610.0000028216939,329.99999123756595,349.99999555689215
239.99999624381744,159.9999972989272,89.99999974984947,69.9999992497763,79.99999988173819,79.99999988173819,79.99999988173819,569.9999941830415,610.0000028216939,329.99999123756595,349.99999555689215,260.00000056314366
159.9999972989272,89.99999974984947,69.9999992497763,79.99999988173819,79.99999988173819,79.99999988173819,569.9999941830415,610.0000028216939,329.99999123756595,349.99999555689215,260.00000056314366,270.00000272280676
89.99999974984947,69.9999992497763,79.99999988173819,79.99999988173819,79.99999988173819,569.9999941830415,610.0000028216939,329.99999123756595,349.99999555689215,260.00000056314366,270.00000272280676,210.00000198643784
69.9999992497763,79.99999988173819,79.99999988173819,79.99999988173819,569.9999941830415,610.0000028216939,329.99999123756595,349.99999555689215,260.00000056314366,270.00000272280676,210.00000198643784,99.99999999988606
79.99999988173819,79.99999988173819,79.99999988173819,569.9999941830415,610.0000028216939,329.99999123756595,349.99999555689215,260.00000056314366,270.00000272280676,210.00000198643784,99.99999999988606,99.99999999988606
79.99999988173819,79.99999988173819,569.9999941830415,610.0000028216939,329.99999123756595,349.99999555689215,260.00000056314366,270.00000272280676,210.00000198643784,99.99999999988606,99.99999999988606,89.99999974984947
79.99999988173819,569.9999941830415,610.0000028216939,329.99999123756595,349.99999555689215,260.00000056314366,270.00000272280676,210.00000198643784,99.99999999988606,99.99999999988606,89.99999974984947,99.99999999988606
569.9999941830415,610.0000028216939,329.99999123756595,349.99999555689215,260.00000056314366,270.00000272280676,210.00000198643784,99.99999999988606,99.99999999988606,89.99999974984947,99.99999999988606,110.00000024992264
610.0000028216939,329.99999123756595,349.99999555689215,260.00000056314366,270.00000272280676,210.00000198643784,99.99999999988606,99.99999999988606,89.99999974984947,99.99999999988606,110.00000024992264,99.99999999988606
329.99999123756595,349.99999555689215,260.00000056314366,270.00000272280676,210.00000198643784,99.99999999988606,99.99999999988606,89.99999974984947,99.99999999988606,110.00000024992264,99.99999999988606,79.99999988173819
349.99999555689215,260.00000056314366,270.00000272280676,210.00000198643784,99.99999999988606,99.99999999988606,89.99999974984947,99.99999999988606,110.00000024992264,99.99999999988606,79.99999988173819,89.99999974984947
260.00000056314366,270.00000272280676,210.00000198643784,99.99999999988606,99.99999999988606,89.99999974984947,99.99999999988606,110.00000024992264,99.99999999988606,79.99999988173819,89.99999974984947,89.99999974984947
270.00000272280676,210.00000198643784,99.99999999988606,99.99999999988606,89.99999974984947,99.99999999988606,110.00000024992264,99.99999999988606,79.99999988173819,89.99999974984947,89.99999974984947,79.99999988173819
210.00000198643784,99.99999999988606,99.99999999988606,89.99999974984947,99.99999999988606,110.00000024992264,99.99999999988606,79.99999988173819,89.99999974984947,89.99999974984947,79.99999988173819,89.99999974984947
99.99999999988606,99.99999999988606,89.99999974984947,99.99999999988606,110.00000024992264,99.99999999988606,79.99999988173819,89.99999974984947,89.99999974984947,79.99999988173819,89.99999974984947,89.99999974984947
99.99999999988606,89.99999974984947,99.99999999988606,110.00000024992264,99.99999999988606,79.99999988173819,89.99999974984947,89.99999974984947,79.99999988173819,89.99999974984947,89.99999974984947,249.99999840348056
89.99999974984947,99.99999999988606,110.00000024992264,99.99999999988606,79.99999988173819,89.99999974984947,89.99999974984947,79.99999988173819,89.99999974984947,89.99999974984947,249.99999840348056,390.00000419554453
99.99999999988606,110.00000024992264,99.99999999988606,79.99999988173819,89.99999974984947,89.99999974984947,79.99999988173819,89.99999974984947,89.99999974984947,249.99999840348056,390.00000419554453,189.99999766711164
110.00000024992264,99.99999999988606,79.99999988173819,89.99999974984947,89.99999974984947,79.99999988173819,89.99999974984947,89.99999974984947,249.99999840348056,390.00000419554453,189.99999766711164,99.99999999988606
99.99999999988606,79.99999988173819,89.99999974984947,89.99999974984947,79.99999988173819,89.99999974984947,89.99999974984947,249.99999840348056,390.00000419554453,189.99999766711164,99.99999999988606,280.00000488246985
79.99999988173819,89.99999974984947,89.99999974984947,79.99999988173819,89.99999974984947,89.99999974984947,249.99999840348056,390.00000419554453,189.99999766711164,99.99999999988606,280.00000488246985,559.9999798017686
89.99999974984947,89.99999974984947,79.99999988173819,89.99999974984947,89.99999974984947,249.99999840348056,390.00000419554453,189.99999766711164,99.99999999988606,280.00000488246985,559.9999798017686,599.999988440421
89.99999974984947,79.99999988173819,89.99999974984947,89.99999974984947,249.99999840348056,390.00000419554453,189.99999766711164,99.99999999988606,280.00000488246985,559.9999798017686,599.999988440421,289.9999948205232
79.99999988173819,89.99999974984947,89.99999974984947,249.99999840348056,390.00000419554453,189.99999766711164,99.99999999988606,280.00000488246985,559.9999798017686,599.999988440421,289.9999948205232,89.99999974984947
89.99999974984947,89.99999974984947,249.99999840348056,390.00000419554453,189.99999766711164,99.99999999988606,280.00000488246985,559.9999798017686,599.999988440421,289.9999948205232,89.99999974984947,369.99999987621834
89.99999974984947,249.99999840348056,390.00000419554453,189.99999766711164,99.99999999988606,280.00000488246985,559.9999798017686,599.999988440421,289.9999948205232,89.99999974984947,369.99999987621834,669.9999913364531
249.99999840348056,390.00000419554453,189.99999766711164,99.99999999988606,280.00000488246985,559.9999798017686,599.999988440421,289.9999948205232,89.99999974984947,369.99999987621834,669.9999913364531,229.99999408415434
390.00000419554453,189.99999766711164,99.99999999988606,280.00000488246985,559.9999798017686,599.999988440421,289.9999948205232,89.99999974984947,369.99999987621834,669.9999913364531,229.99999408415434,159.9999972989272
189.99999766711164,99.99999999988606,280.00000488246985,559.9999798017686,599.999988440421,289.9999948205232,89.99999974984947,369.99999987621834,669.9999913364531,229.99999408415434,159.9999972989272,89.99999974984947
99.99999999988606,280.00000488246985,559.9999798017686,599.999988440421,289.9999948205232,89.99999974984947,369.99999987621834,669.9999913364531,229.99999408415434,159.9999972989272,89.99999974984947,69.9999992497763
280.00000488246985,559.9999798017686,599.999988440421,289.9999948205232,89.99999974984947,369.99999987621834,669.9999913364531,229.99999408415434,159.9999972989272,89.99999974984947,69.9999992497763,69.9999992497763
